,word,meaning,source
828,instruction,,https://api.dictionaryapi.dev/api/v2/entries/en/instruction
829,insurance,,https://api.dictionaryapi.dev/api/v2/entries/en/insurance
830,intend,,https://api.dictionaryapi.dev/api/v2/entries/en/intend
831,intention,,https://api.dictionaryapi.dev/api/v2/entries/en/intention
832,interest,,https://api.dictionaryapi.dev/api/v2/entries/en/interest
833,interesting,,https://api.dictionaryapi.dev/api/v2/entries/en/interesting
834,international,,https://api.dictionaryapi.dev/api/v2/entries/en/international
835,interpret,,https://api.dictionaryapi.dev/api/v2/entries/en/interpret
836,intervention,,https://api.dictionaryapi.dev/api/v2/entries/en/intervention
837,interview,,https://api.dictionaryapi.dev/api/v2/entries/en/interview
838,into,,https://api.dictionaryapi.dev/api/v2/entries/en/into
839,introduce,,https://api.dictionaryapi.dev/api/v2/entries/en/introduce
840,invasion,,https://api.dictionaryapi.dev/api/v2/entries/en/invasion
841,invest,,https://api.dictionaryapi.dev/api/v2/entries/en/invest
842,investigate,,https://api.dictionaryapi.dev/api/v2/entries/en/investigate
843,investment,,https://api.dictionaryapi.dev/api/v2/entries/en/investment
844,investor,,https://api.dictionaryapi.dev/api/v2/entries/en/investor
845,invite,,https://api.dictionaryapi.dev/api/v2/entries/en/invite
846,involve,,https://api.dictionaryapi.dev/api/v2/entries/en/involve
847,involved,,https://api.dictionaryapi.dev/api/v2/entries/en/involved
848,involvement,,https://api.dictionaryapi.dev/api/v2/entries/en/involvement
849,issue,,https://api.dictionaryapi.dev/api/v2/entries/en/issue
850,it,,https://api.dictionaryapi.dev/api/v2/entries/en/it
851,itself,,https://api.dictionaryapi.dev/api/v2/entries/en/itself
852,job,,https://api.dictionaryapi.dev/api/v2/entries/en/job
853,join,,https://api.dictionaryapi.dev/api/v2/entries/en/join
854,joint,,https://api.dictionaryapi.dev/api/v2/entries/en/joint
855,journal,,https://api.dictionaryapi.dev/api/v2/entries/en/journal
856,journalist,,https://api.dictionaryapi.dev/api/v2/entries/en/journalist
857,journey,,https://api.dictionaryapi.dev/api/v2/entries/en/journey
858,joy,,https://api.dictionaryapi.dev/api/v2/entries/en/joy
859,judge,,https://api.dictionaryapi.dev/api/v2/entries/en/judge
860,judgment,,https://api.dictionaryapi.dev/api/v2/entries/en/judgment
861,jump,,https://api.dictionaryapi.dev/api/v2/entries/en/jump
862,junior,,https://api.dictionaryapi.dev/api/v2/entries/en/junior
863,just,,https://api.dictionaryapi.dev/api/v2/entries/en/just
864,justice,,https://api.dictionaryapi.dev/api/v2/entries/en/justice
865,justify,,https://api.dictionaryapi.dev/api/v2/entries/en/justify
866,keep,,https://api.dictionaryapi.dev/api/v2/entries/en/keep
867,key,,https://api.dictionaryapi.dev/api/v2/entries/en/key
868,kid,,https://api.dictionaryapi.dev/api/v2/entries/en/kid
869,kill,,https://api.dictionaryapi.dev/api/v2/entries/en/kill
870,kind,,https://api.dictionaryapi.dev/api/v2/entries/en/kind
871,king,,https://api.dictionaryapi.dev/api/v2/entries/en/king
872,kiss,,https://api.dictionaryapi.dev/api/v2/entries/en/kiss
873,kitchen,,https://api.dictionaryapi.dev/api/v2/entries/en/kitchen
874,knee,,https://api.dictionaryapi.dev/api/v2/entries/en/knee
875,knife,,https://api.dictionaryapi.dev/api/v2/entries/en/knife
876,knock,,https://api.dictionaryapi.dev/api/v2/entries/en/knock
877,know,,https://api.dictionaryapi.dev/api/v2/entries/en/know
878,knowledge,,https://api.dictionaryapi.dev/api/v2/entries/en/knowledge
879,lab,,https://api.dictionaryapi.dev/api/v2/entries/en/lab
880,label,,https://api.dictionaryapi.dev/api/v2/entries/en/label
881,labor,,https://api.dictionaryapi.dev/api/v2/entries/en/labor
882,lack,,https://api.dictionaryapi.dev/api/v2/entries/en/lack
883,lady,,https://api.dictionaryapi.dev/api/v2/entries/en/lady
884,land,"('The part of Earth which is not covered by oceans or other bodies of water.',)",https://api.dictionaryapi.dev/api/v2/entries/en/land
885,landscape,,https://api.dictionaryapi.dev/api/v2/entries/en/landscape
886,lane,,https://api.dictionaryapi.dev/api/v2/entries/en/lane
887,language,,https://api.dictionaryapi.dev/api/v2/entries/en/language
888,large,"('An old musical note, equal to two longas, four breves, or eight semibreves.',)",https://api.dictionaryapi.dev/api/v2/entries/en/large
889,largely,,https://api.dictionaryapi.dev/api/v2/entries/en/largely
890,last,,https://api.dictionaryapi.dev/api/v2/entries/en/last
891,late,,https://api.dictionaryapi.dev/api/v2/entries/en/late
892,later,"('Near the end of a period of time.',)",https://api.dictionaryapi.dev/api/v2/entries/en/later
893,latter,,https://api.dictionaryapi.dev/api/v2/entries/en/latter
894,laugh,,https://api.dictionaryapi.dev/api/v2/entries/en/laugh
895,launch,,https://api.dictionaryapi.dev/api/v2/entries/en/launch
896,law,,https://api.dictionaryapi.dev/api/v2/entries/en/law
897,lawn,,https://api.dictionaryapi.dev/api/v2/entries/en/lawn
898,lawsuit,"('In civil law, a case where two or more people disagree and one or more of the parties take the case to a court for resolution.',)",https://api.dictionaryapi.dev/api/v2/entries/en/lawsuit
899,lay,,https://api.dictionaryapi.dev/api/v2/entries/en/lay
900,lead,,https://api.dictionaryapi.dev/api/v2/entries/en/lead
901,leader,,https://api.dictionaryapi.dev/api/v2/entries/en/leader
902,leadership,,https://api.dictionaryapi.dev/api/v2/entries/en/leadership
903,leading,,https://api.dictionaryapi.dev/api/v2/entries/en/leading
904,leaf,"('The usually green and flat organ that represents the most prominent feature of most vegetative plants.',)",https://api.dictionaryapi.dev/api/v2/entries/en/leaf
905,learn,"('The act of learning something',)",https://api.dictionaryapi.dev/api/v2/entries/en/learn
906,least,"('Something of the smallest possible extent; an indivisible unit.',)",https://api.dictionaryapi.dev/api/v2/entries/en/least
907,leave,,https://api.dictionaryapi.dev/api/v2/entries/en/leave
908,left,,https://api.dictionaryapi.dev/api/v2/entries/en/left
909,leg,,https://api.dictionaryapi.dev/api/v2/entries/en/leg
910,legal,,https://api.dictionaryapi.dev/api/v2/entries/en/legal
911,legislation,,https://api.dictionaryapi.dev/api/v2/entries/en/legislation
912,legitimate,"('A person born to a legally married couple.',)",https://api.dictionaryapi.dev/api/v2/entries/en/legitimate
913,leisure,,https://api.dictionaryapi.dev/api/v2/entries/en/leisure
914,lend,,https://api.dictionaryapi.dev/api/v2/entries/en/lend
915,length,,https://api.dictionaryapi.dev/api/v2/entries/en/length
916,less,"('A smaller amount or quantity.',)",https://api.dictionaryapi.dev/api/v2/entries/en/less
917,lesson,,https://api.dictionaryapi.dev/api/v2/entries/en/lesson
918,let,,https://api.dictionaryapi.dev/api/v2/entries/en/let
919,letter,"('A symbol in an alphabet.',)",https://api.dictionaryapi.dev/api/v2/entries/en/letter
920,level,,https://api.dictionaryapi.dev/api/v2/entries/en/level
921,liberal,,https://api.dictionaryapi.dev/api/v2/entries/en/liberal
922,liberty,,https://api.dictionaryapi.dev/api/v2/entries/en/liberty
923,library,,https://api.dictionaryapi.dev/api/v2/entries/en/library
924,lie,"('The terrain and conditions surrounding the ball before it is struck.',)",https://api.dictionaryapi.dev/api/v2/entries/en/lie
925,life,,https://api.dictionaryapi.dev/api/v2/entries/en/life
926,light,,https://api.dictionaryapi.dev/api/v2/entries/en/light
927,like,,https://api.dictionaryapi.dev/api/v2/entries/en/like
928,likely,"('Something or somebody considered likely.',)",https://api.dictionaryapi.dev/api/v2/entries/en/likely
929,limit,"('A restriction; a bound beyond which one may not go.',)",https://api.dictionaryapi.dev/api/v2/entries/en/limit
930,line,,https://api.dictionaryapi.dev/api/v2/entries/en/line
931,link,,https://api.dictionaryapi.dev/api/v2/entries/en/link
932,list,,https://api.dictionaryapi.dev/api/v2/entries/en/list
933,listen,,https://api.dictionaryapi.dev/api/v2/entries/en/listen
934,literature,"('The body of all written works.',)",https://api.dictionaryapi.dev/api/v2/entries/en/literature
935,little,"('A small amount.',)",https://api.dictionaryapi.dev/api/v2/entries/en/little
936,live,"('To be alive; to have life.',)",https://api.dictionaryapi.dev/api/v2/entries/en/live
937,load,,https://api.dictionaryapi.dev/api/v2/entries/en/load
938,loan,"('An act or instance of lending, an act or instance of granting something for temporary use.',)",https://api.dictionaryapi.dev/api/v2/entries/en/loan
939,local,"('A person who lives near a given place.',)",https://api.dictionaryapi.dev/api/v2/entries/en/local
940,locate,"('To place; to set in a particular spot or position.',)",https://api.dictionaryapi.dev/api/v2/entries/en/locate
941,location,"('A particular point or place in physical space.',)",https://api.dictionaryapi.dev/api/v2/entries/en/location
942,lock,,https://api.dictionaryapi.dev/api/v2/entries/en/lock
943,long,"('A long vowel.',)",https://api.dictionaryapi.dev/api/v2/entries/en/long
944,look,,https://api.dictionaryapi.dev/api/v2/entries/en/look
945,lose,"(""To cause (something) to cease to be in one's possession or capability due to unfortunate or unknown circumstances, events or reasons."",)",https://api.dictionaryapi.dev/api/v2/entries/en/lose
946,loss,"('The result of no longer possessing an object, a function, or a characteristic due to external causes or misplacement.',)",https://api.dictionaryapi.dev/api/v2/entries/en/loss
947,lost,"(""To cause (something) to cease to be in one's possession or capability due to unfortunate or unknown circumstances, events or reasons."",)",https://api.dictionaryapi.dev/api/v2/entries/en/lost
948,lot,"('A large quantity or number; a great deal.',)",https://api.dictionaryapi.dev/api/v2/entries/en/lot
949,love,,https://api.dictionaryapi.dev/api/v2/entries/en/love
950,lovely,"('An attractive, lovely person, especially a (professional) beauty.',)",https://api.dictionaryapi.dev/api/v2/entries/en/lovely
951,low,,https://api.dictionaryapi.dev/api/v2/entries/en/low
952,luck,"('Something that happens to someone by chance, a chance occurrence, especially a favourable one.',)",https://api.dictionaryapi.dev/api/v2/entries/en/luck
953,lucky,"('(of people) Favoured by luck; fortunate; having good success or good fortune',)",https://api.dictionaryapi.dev/api/v2/entries/en/lucky
954,lunch,,https://api.dictionaryapi.dev/api/v2/entries/en/lunch
955,lung,,https://api.dictionaryapi.dev/api/v2/entries/en/lung
956,machine,,https://api.dictionaryapi.dev/api/v2/entries/en/machine
957,mad,"('To be or become mad.',)",https://api.dictionaryapi.dev/api/v2/entries/en/mad
958,magazine,,https://api.dictionaryapi.dev/api/v2/entries/en/magazine
959,magic,,https://api.dictionaryapi.dev/api/v2/entries/en/magic
960,mail,,https://api.dictionaryapi.dev/api/v2/entries/en/mail
961,main,"('Short for mainline.',)",https://api.dictionaryapi.dev/api/v2/entries/en/main
962,maintain,,https://api.dictionaryapi.dev/api/v2/entries/en/maintain
963,major,,https://api.dictionaryapi.dev/api/v2/entries/en/major
964,majority,"('More than half (50%) of some group.',)",https://api.dictionaryapi.dev/api/v2/entries/en/majority
965,make,"('Brand or kind; model.',)",https://api.dictionaryapi.dev/api/v2/entries/en/make
966,male,,https://api.dictionaryapi.dev/api/v2/entries/en/male
967,mall,,https://api.dictionaryapi.dev/api/v2/entries/en/mall
968,man,"('An adult male human.',)",https://api.dictionaryapi.dev/api/v2/entries/en/man
969,manage,"('The act of managing or controlling something.',)",https://api.dictionaryapi.dev/api/v2/entries/en/manage
970,management,,https://api.dictionaryapi.dev/api/v2/entries/en/management
971,manager,,https://api.dictionaryapi.dev/api/v2/entries/en/manager
972,manner,,https://api.dictionaryapi.dev/api/v2/entries/en/manner
973,manufacture,"('The action or process of making goods systematically or on a large scale.',)",https://api.dictionaryapi.dev/api/v2/entries/en/manufacture
974,many,"('A multitude; a great aggregate; a mass of people; the generality; the common herd.',)",https://api.dictionaryapi.dev/api/v2/entries/en/many
975,map,,https://api.dictionaryapi.dev/api/v2/entries/en/map
976,march,"('A formal, rhythmic way of walking, used especially by soldiers, bands and in ceremonies.',)",https://api.dictionaryapi.dev/api/v2/entries/en/march
977,mark,,https://api.dictionaryapi.dev/api/v2/entries/en/mark
978,market,,https://api.dictionaryapi.dev/api/v2/entries/en/market
979,marketing,,https://api.dictionaryapi.dev/api/v2/entries/en/marketing
980,marriage,"('The state of being married.',)",https://api.dictionaryapi.dev/api/v2/entries/en/marriage
981,married,"('A married person.',)",https://api.dictionaryapi.dev/api/v2/entries/en/married
982,marry,,https://api.dictionaryapi.dev/api/v2/entries/en/marry
983,mass,"('(physical) Matter, material.',)",https://api.dictionaryapi.dev/api/v2/entries/en/mass
984,master,,https://api.dictionaryapi.dev/api/v2/entries/en/master
985,match,,https://api.dictionaryapi.dev/api/v2/entries/en/match
986,material,,https://api.dictionaryapi.dev/api/v2/entries/en/material
987,math,"('A mowing; what is gathered from mowing.',)",https://api.dictionaryapi.dev/api/v2/entries/en/math
988,matter,,https://api.dictionaryapi.dev/api/v2/entries/en/matter
989,may,"('To be strong; to have power (over).',)",https://api.dictionaryapi.dev/api/v2/entries/en/may
990,maybe,"('Something that is possibly true.',)",https://api.dictionaryapi.dev/api/v2/entries/en/maybe
991,mayor,,https://api.dictionaryapi.dev/api/v2/entries/en/mayor
992,me,,https://api.dictionaryapi.dev/api/v2/entries/en/me
993,meal,,https://api.dictionaryapi.dev/api/v2/entries/en/meal
994,mean,"('To lament.',)",https://api.dictionaryapi.dev/api/v2/entries/en/mean
995,meaning,"('(of words or symbols) The entity, perception, feeling or concept thereby represented or evoked.',)",https://api.dictionaryapi.dev/api/v2/entries/en/meaning
996,meanwhile,"('The time between two events.',)",https://api.dictionaryapi.dev/api/v2/entries/en/meanwhile
997,measure,"('A prescribed quantity or extent.',)",https://api.dictionaryapi.dev/api/v2/entries/en/measure
998,meat,,https://api.dictionaryapi.dev/api/v2/entries/en/meat
999,mechanism,,https://api.dictionaryapi.dev/api/v2/entries/en/mechanism
1000,medical,"('A medical examination.',)",https://api.dictionaryapi.dev/api/v2/entries/en/medical
1001,medicine,"('A substance which specifically promotes healing when ingested or consumed in some way.',)",https://api.dictionaryapi.dev/api/v2/entries/en/medicine
1002,medium,,https://api.dictionaryapi.dev/api/v2/entries/en/medium
1003,meet,,https://api.dictionaryapi.dev/api/v2/entries/en/meet
1004,meeting,,https://api.dictionaryapi.dev/api/v2/entries/en/meeting
1005,member,"('One who officially belongs to a group.',)",https://api.dictionaryapi.dev/api/v2/entries/en/member
1006,membership,,https://api.dictionaryapi.dev/api/v2/entries/en/membership
1007,memory,"('The ability of the brain to record information or impressions with the facility of recalling them later at will.',)",https://api.dictionaryapi.dev/api/v2/entries/en/memory
